UserID,No_of_days_Visited_7_Days,No_Of_Products_Viewed_15_Days,User_Vintage,Most_Viewed_product_15_Days,Most_Active_OS,Recently_Viewed_Product,Pageloads_last_7_days,Clicks_last_7_days,Target_Customers
U107180,1,1,162,PR100630,WINDOWS,PR100630,1,0,0
U119301,0,4,54,PR100055,WINDOWS,PR100055,0,0,0
U130833,0,0,1362,Product101,ANDROID,PR100812,0,0,0
U102483,1,2,416,PR100047,WINDOWS,PR100017,1,1,0
U128415,0,0,424,Product101,WINDOWS,PR100329,0,0,0
U121261,0,0,550,Product101,ANDROID,Product101,0,0,0
U124674,0,1,54,PR100244,WINDOWS,PR100244,0,0,0
U110533,1,7,54,PR100171,WINDOWS,PR100171,1,0,0
U127357,0,1,67,PR100012,WINDOWS,PR100012,0,0,0
U120244,0,1,1149,PR100773,WINDOWS,PR100773,0,0,0
U105282,2,5,240,PR100885,WINDOWS,PR100885,6,11,0
U135321,0,0,122,Product101,WINDOWS,PR100102,0,0,0
U107520,2,1,144,PR100126,WINDOWS,PR100126,2,0,0
U118487,0,1,606,PR100051,MAC OS X,Product101,0,0,0
U136919,0,0,44,Product101,MAC OS X,PR100145,0,0,0
U135176,0,0,76,Product101,WINDOWS,PR100102,0,0,0
U118268,0,1,70,PR100017,ANDROID,PR100017,0,0,0
U104761,1,3,616,PR100017,WINDOWS,PR100017,0,1,0
U112975,2,3,561,PR101347,WINDOWS,PR100807,3,9,0
U102761,4,14,135,PR100036,WINDOWS,PR100363,23,48,1
U111482,2,1,69,PR100250,WINDOWS,PR100250,2,0,0
U113675,1,2,63,PR100736,MAC OS X,PR100736,0,1,0
U121023,0,2,446,PR100330,LINUX,PR101429,0,0,0
U131991,0,0,220,Product101,WINDOWS,PR100129,0,0,0
U134659,0,0,123,Product101,WINDOWS,PR100357,0,0,0
U107037,1,1,52,PR101221,ANDROID,PR100829,0,1,0
U135623,0,0,838,Product101,ANDROID,Product101,0,0,0
U131872,0,0,59,Product101,ANDROID,Product101,0,0,0
U104576,2,1,1038,PR100234,ANDROID,PR100234,6,0,0
U136648,0,0,329,Product101,WINDOWS,PR100333,0,0,0
U117145,1,1,224,PR100378,ANDROID,PR100378,1,0,0
U128569,0,0,79,Product101,MAC OS X,PR100060,0,0,0
U100464,0,29,267,PR100390,WINDOWS,PR101938,0,0,0
U115599,2,6,1304,PR100019,WINDOWS,PR100963,3,7,0
U104530,1,1,68,PR100070,WINDOWS,PR100070,4,0,0
U112836,1,2,215,PR100028,UBUNTU,PR100028,2,1,0
U131375,0,0,523,Product101,WINDOWS,PR100325,0,0,0
U106108,1,2,48,PR100113,WINDOWS,PR100312,1,0,0
U123654,0,6,306,PR100017,WINDOWS,PR100390,0,0,0
U112862,1,1,790,PR100017,ANDROID,PR100017,1,1,0
U113820,1,2,749,PR100119,WINDOWS,PR100119,2,4,0
U112668,1,5,320,PR106077,WINDOWS,PR100790,5,3,0
U118096,0,1,55,PR100357,ANDROID,PR100357,0,0,0
U109189,1,3,1180,PR100445,MAC OS X,PR100017,0,7,0
U109766,1,1,246,PR100200,ANDROID,PR100200,2,8,0
U107548,1,1,78,PR100544,WINDOWS,Product101,0,0,0
U136582,0,0,108,Product101,WINDOWS,Product101,0,0,0
U129372,0,0,877,Product101,LINUX,Product101,0,0,0
U105160,1,1,43,PR100060,WINDOWS,Product101,0,8,0
U120115,0,4,661,PR100405,WINDOWS,PR100486,0,0,0
U118233,0,1,643,PR100673,WINDOWS,PR100673,0,0,0
U110334,1,6,976,PR102649,WINDOWS,PR100462,9,60,0
U118364,0,1,785,PR100102,ANDROID,PR100102,0,0,0
U113730,0,1,62,PR100654,WINDOWS,PR100578,0,0,0
U111574,0,2,151,PR100723,ANDROID,PR101637,0,0,0
U106434,1,1,309,PR100362,WINDOWS,PR100362,2,0,0
U125728,0,1,46,PR100405,WINDOWS,PR100405,0,0,0
U101387,5,10,1749,PR100166,WINDOWS,PR100312,6,1,0
U109164,2,3,79,PR100086,WINDOWS,PR100119,2,5,0
U112151,1,1,894,PR100739,ANDROID,PR100739,1,0,0
U128867,0,0,1704,Product101,WINDOWS,PR100017,0,0,0
U111421,1,2,17,PR101575,WINDOWS,PR101575,1,57,0
U123568,0,1,114,PR100167,WINDOWS,PR100167,0,0,0
U135914,0,0,456,Product101,ANDROID,PR100102,0,0,0
U126459,0,1,129,PR101213,WINDOWS,Product101,0,0,0
U107235,4,2,110,PR100283,ANDROID,PR100283,8,1,0
U100603,2,9,1147,PR100776,WINDOWS,PR101035,5,2,0
U125522,0,2,51,PR101814,ANDROID,PR100739,0,0,0
U121922,0,1,1101,PR100017,ANDROID,PR100017,0,0,0
U130621,0,0,149,Product101,LINUX,PR100226,0,0,0
U113016,1,5,488,PR100654,WINDOWS,PR100119,1,0,0
U100914,3,6,192,PR100294,WINDOWS,PR100762,4,8,0
U102180,0,4,1466,PR100017,MAC OS X,PR101611,0,0,0
U100856,1,2,517,PR100017,WINDOWS,PR100102,3,0,0
U113322,1,1,1495,PR100557,IOS,PR100557,1,1,0
U117842,1,3,118,PR100737,WINDOWS,PR101468,0,1,0
U132711,0,0,522,Product101,MAC OS X,PR100123,0,0,0
U129005,0,0,49,Product101,ANDROID,Product101,0,0,0
U119485,0,1,67,PR101275,ANDROID,PR101275,0,0,0
U127633,0,1,803,PR100188,WINDOWS,Product101,0,0,0
U114735,1,2,1070,PR100390,WINDOWS,PR106717,1,0,0
U110417,1,1,53,PR100054,WINDOWS,PR100054,2,0,0
U119564,0,1,55,PR100119,WINDOWS,PR100119,0,0,0
U109587,1,1,317,PR100017,LINUX,PR100017,1,1,0
U108175,2,8,1122,PR100743,WINDOWS,PR101301,7,10,0
U129907,0,0,43,Product101,ANDROID,PR100908,0,0,0
U112462,1,4,1797,PR100417,MAC OS X,PR100694,1,12,0
U126845,0,1,191,PR100036,WINDOWS,PR100036,0,0,0
U133296,0,0,107,Product101,WINDOWS,PR100166,0,0,0
U112619,1,2,395,PR100758,WINDOWS,PR100758,1,0,0
U112644,1,1,63,PR100184,ANDROID,PR100184,1,0,0
U103555,3,24,1820,PR100263,WINDOWS,PR100546,13,141,1
U106322,2,3,1461,PR100102,UBUNTU,PR100044,3,12,0
U133506,0,0,134,Product101,WINDOWS,PR101112,0,0,0
U129718,0,0,632,Product101,WINDOWS,PR100244,0,0,0
U111204,1,2,49,PR101340,ANDROID,PR100184,1,0,0
U131904,0,0,1563,Product101,MAC OS X,Product101,0,0,0
U105696,1,6,222,PR100051,WINDOWS,PR100363,5,2,0
U129914,0,0,87,Product101,WINDOWS,PR100200,0,0,0
U135135,0,0,45,Product101,WINDOWS,PR100036,0,0,0
U129650,0,0,184,Product101,ANDROID,Product101,0,0,0
U117640,1,3,79,PR100145,WINDOWS,PR100145,5,3,0
U112838,1,1,82,PR100060,WINDOWS,PR100060,1,0,0
U123037,0,1,281,PR100085,WINDOWS,PR100085,0,0,0
U114619,1,7,77,PR100060,WINDOWS,PR100302,1,4,0
U135380,0,0,358,Product101,WINDOWS,PR100233,0,0,0
U103675,1,2,246,PR100244,WINDOWS,PR102038,1,5,0
U116235,1,1,262,PR100017,WINDOWS,PR100017,1,1,0
U113898,0,1,369,PR100197,WINDOWS,PR100197,0,0,0
U125454,0,1,922,PR100145,ANDROID,PR100145,0,0,0
U132549,0,0,226,Product101,ANDROID,Product101,0,0,0
U129381,0,0,68,Product101,MAC OS X,PR100481,0,0,0
U112716,1,2,779,PR100457,LINUX,PR100457,0,5,0
U101383,2,8,426,PR100248,MAC OS X,PR100192,5,38,0
U131724,0,0,53,Product101,MAC OS X,PR100241,0,0,0
U102441,2,2,1095,PR100102,WINDOWS,PR100614,3,1,0
U125071,0,0,43,Product101,WINDOWS,PR100876,0,0,0
U123323,0,2,570,PR100333,WINDOWS,PR100333,0,0,0
U135178,0,0,629,Product101,WINDOWS,PR100333,0,0,0
U111829,1,1,111,PR100060,WINDOWS,PR100060,1,3,0
U126356,0,1,376,PR100102,ANDROID,PR100102,0,0,0
U134562,0,0,1126,Product101,WINDOWS,PR100910,0,0,0
U106787,2,3,825,PR100134,WINDOWS,PR100134,4,0,0
U113759,0,0,460,Product101,LINUX,PR100055,0,0,0
U100734,2,10,76,PR101537,WINDOWS,PR100857,6,0,0
U109220,1,3,412,PR101030,WINDOWS,PR100017,6,5,0
U118216,0,1,90,PR100048,ANDROID,PR100048,0,0,0
U127045,0,1,116,PR100762,WINDOWS,PR100762,0,0,0
U128085,0,1,82,PR100036,WINDOWS,PR100036,0,0,0
U119885,0,2,418,PR100486,ANDROID,PR100486,0,0,0
U130153,0,0,243,Product101,ANDROID,PR100317,0,0,0
U121060,0,2,67,PR100686,MAC OS X,PR100143,0,0,0
U118060,0,3,367,PR101452,WINDOWS,PR101042,0,0,0
U128661,0,0,133,Product101,MAC OS X,PR100137,0,0,0
U129603,0,0,280,Product101,IOS,Product101,0,0,0
U105208,2,6,88,PR100113,WINDOWS,PR100113,3,26,0
U124987,0,2,300,PR100145,WINDOWS,PR100219,0,0,0
U135616,0,0,87,Product101,WINDOWS,Product101,0,0,0
U108336,2,3,145,PR100994,ANDROID,PR100994,3,1,0
U116176,1,5,59,PR100493,WINDOWS,PR100244,5,3,0
U126438,0,1,152,PR100390,ANDROID,PR100390,0,0,0
U132594,0,0,1675,Product101,WINDOWS,Product101,0,0,0
U122527,0,2,118,PR100130,WINDOWS,PR100914,0,0,0
U102055,0,2,128,PR100102,ANDROID,PR100017,0,0,0
U132689,0,0,185,Product101,WINDOWS,Product101,0,0,0
U136420,0,0,237,Product101,ANDROID,Product101,0,0,0
U129142,0,0,69,Product101,WINDOWS,PR100209,0,0,0
U135989,0,0,89,Product101,MAC OS X,PR101526,0,0,0
U119188,0,2,108,PR100119,WINDOWS,PR100859,0,0,0
U116922,1,1,47,PR100850,WINDOWS,PR100850,0,1,0
U121228,0,8,739,PR100123,WINDOWS,PR100231,0,0,0
U114361,0,0,98,Product101,ANDROID,PR100474,0,0,0
U122842,0,1,363,PR100017,ANDROID,PR100017,0,0,0
U128819,0,0,79,Product101,ANDROID,PR100102,0,0,0
U116503,1,2,144,PR100515,WINDOWS,PR100515,2,1,0
U119379,0,1,64,PR100060,WINDOWS,PR100060,0,0,0
U108297,2,6,1097,PR101030,WINDOWS,PR100108,9,4,0
U118604,0,1,1303,PR103607,ANDROID,PR103607,0,0,0
U102847,1,1,1817,PR100444,WINDOWS,Product101,0,0,0
U101840,0,0,1404,Product101,ANDROID,PR100200,0,0,0
U114926,1,1,1910,PR100406,WINDOWS,PR100406,1,0,0
U104891,1,1,291,PR100017,ANDROID,PR100017,1,3,0
U128288,0,0,117,Product101,WINDOWS,PR100064,0,0,0
U115153,1,2,1538,PR100206,WINDOWS,PR100312,1,2,0
U130390,0,0,47,Product101,ANDROID,Product101,0,0,0
U132032,0,0,45,Product101,WINDOWS,PR100248,0,0,0
U132810,0,0,88,Product101,ANDROID,PR100979,0,0,0
U105438,1,2,107,PR100102,WINDOWS,PR100102,0,0,0
U130926,0,0,351,Product101,WINDOWS,PR100374,0,0,0
U114261,1,1,65,PR100200,WINDOWS,PR100200,1,5,0
U104707,1,21,311,PR101853,WINDOWS,PR100095,24,66,0
U136762,0,0,92,Product101,WINDOWS,PR100301,0,0,0
U101686,0,2,290,PR100753,WINDOWS,PR100451,0,0,0
U101356,0,0,117,Product101,WINDOWS,PR100374,0,0,0
U116343,1,4,164,PR100885,WINDOWS,PR100166,3,8,0
U101750,5,11,335,PR100166,WINDOWS,PR100234,14,14,0
U112242,1,1,119,PR100102,ANDROID,PR100102,1,10,0
U102489,1,2,268,PR100054,MAC OS X,PR100054,1,0,0
U116973,1,5,57,PR100885,WINDOWS,PR100070,10,1,0
U107759,2,2,88,PR100166,WINDOWS,PR100390,3,6,0
U112321,2,4,425,PR100870,WINDOWS,PR100870,7,13,0
U120239,0,2,2109,PR101377,ANDROID,PR101377,0,0,0
U133514,0,0,108,Product101,WINDOWS,Product101,0,0,0
U118315,0,2,46,PR100180,ANDROID,PR100180,0,0,0
U117956,0,1,99,PR100654,WINDOWS,PR100654,0,0,0
U104412,0,1,161,PR100045,ANDROID,PR100045,0,0,0
U136447,0,0,1527,Product101,WINDOWS,PR100064,0,0,0
U122589,0,3,96,PR100469,WINDOWS,PR100144,0,0,0
U128709,0,0,1346,Product101,WINDOWS,PR100285,0,0,0
U107658,1,1,67,PR101403,WINDOWS,PR101403,1,1,0
U117438,1,3,1929,PR102390,WINDOWS,PR101121,4,3,0
U125488,0,1,208,PR100015,WINDOWS,PR100428,0,0,0
U128724,0,0,301,Product101,WINDOWS,PR100302,0,0,0
U101842,5,8,351,PR100017,WINDOWS,PR100333,7,4,0
U126779,0,0,61,Product101,WINDOWS,PR100028,0,0,0
U135823,0,0,748,Product101,WINDOWS,PR100019,0,0,0
U132391,0,0,305,Product101,WINDOWS,Product101,0,0,0
U121386,0,1,215,PR102085,ANDROID,PR102085,0,0,0
U109989,1,4,651,PR100021,WINDOWS,PR100551,1,0,0
U135656,0,0,71,Product101,WINDOWS,PR100200,0,0,0
U100333,1,2,389,PR100069,WINDOWS,PR100041,1,0,0
U116445,1,2,775,PR100102,ANDROID,Product101,0,8,0
U116549,1,7,108,PR107253,ANDROID,PR107253,7,14,0
U115242,1,3,417,PR100115,ANDROID,PR100115,2,0,0
U123630,0,2,466,PR100145,ANDROID,PR100145,0,0,0
U114172,1,7,52,PR100876,WINDOWS,PR100123,6,7,0
U129681,0,0,649,Product101,ANDROID,PR100004,0,0,0
U115912,1,2,69,PR100113,WINDOWS,PR100113,1,13,0
U105577,0,0,312,Product101,WINDOWS,PR100401,0,0,0
U110908,3,6,207,PR100241,IOS,PR100428,27,4,0
U122601,0,1,435,PR100060,MAC OS X,Product101,0,0,0
U129349,0,0,945,Product101,ANDROID,PR100317,0,0,0
U133322,0,0,52,Product101,ANDROID,PR100885,0,0,0
U123423,0,1,226,PR102116,WINDOWS,Product101,0,0,0
U117597,1,6,50,PR100166,WINDOWS,PR100498,0,0,0
U114405,1,1,377,PR100102,ANDROID,Product101,0,1,0
U132124,0,0,49,Product101,WINDOWS,PR100436,0,0,0
U129455,0,0,613,Product101,ANDROID,PR100102,0,0,0
U126409,0,1,261,PR100145,ANDROID,PR100145,0,0,0
U105477,1,2,47,PR100166,WINDOWS,PR100166,0,5,0
U112999,2,2,1384,PR100006,WINDOWS,PR100339,0,2,0
U126119,0,1,97,PR101053,WINDOWS,PR101053,0,0,0
U123197,0,1,227,PR100747,MAC OS X,Product101,0,0,0
U124870,0,1,1093,PR100397,WINDOWS,Product101,0,0,0
U113179,2,8,527,PR100584,ANDROID,PR100119,2,4,0
U108381,2,2,52,PR100010,ANDROID,PR100108,2,2,0
U127776,0,1,1847,PR100017,WINDOWS,PR100017,0,0,0
U132578,0,0,118,Product101,WINDOWS,PR100506,0,0,0
U107417,1,2,375,PR100329,LINUX,PR100217,1,1,0
U134023,0,0,109,Product101,ANDROID,PR100872,0,0,0
U107744,2,3,60,PR100250,WINDOWS,PR100250,8,7,0
U124164,0,1,168,PR100479,WINDOWS,PR100479,0,0,0
U116915,1,2,219,PR100121,WINDOWS,PR100312,2,7,0
U127957,0,3,86,PR100573,WINDOWS,PR100573,0,0,0
U113204,3,2,194,PR100101,WINDOWS,PR100196,2,11,0
U128044,0,0,52,Product101,ANDROID,PR100028,0,0,0
U103378,0,3,2230,PR101701,WINDOWS,PR100051,0,0,0
U123029,0,3,107,PR100761,WINDOWS,PR100787,0,0,0
U116760,1,1,1019,PR101111,WINDOWS,PR101111,1,0,0
U126834,0,1,854,PR100057,WINDOWS,Product101,0,0,0
U119175,0,1,1519,PR100192,ANDROID,PR100192,0,0,0
U113943,0,0,64,Product101,ANDROID,PR100010,0,0,0
U104900,2,1,140,PR100654,WINDOWS,PR100654,3,20,0
U128942,0,0,322,Product101,WINDOWS,PR100017,0,0,0
U126715,0,4,129,PR100859,WINDOWS,PR100028,0,0,0
U108003,1,1,43,PR100061,WINDOWS,PR100061,2,2,0
U101839,2,6,836,PR100434,ANDROID,PR100434,2,0,0
U119919,0,3,76,PR100166,WINDOWS,PR100095,0,0,0
U105748,2,2,59,PR100739,WINDOWS,PR100739,1,2,0
U122211,0,2,102,PR100209,WINDOWS,PR100209,0,0,0
U108131,2,19,1516,PR100287,WINDOWS,PR100287,3,9,0
U113955,1,1,195,PR100017,WINDOWS,PR100017,2,0,0
U104419,2,2,271,PR100291,WINDOWS,PR100291,7,1,0
U131497,0,0,746,Product101,ANDROID,PR100390,0,0,0
U111770,1,1,72,PR100020,LINUX,Product101,0,0,0
U109421,1,7,632,PR100166,WINDOWS,PR100363,5,5,0
U135967,0,0,64,Product101,WINDOWS,PR100051,0,0,0
U136680,0,0,674,Product101,MAC OS X,PR100113,0,0,0
U115107,1,3,142,PR100771,WINDOWS,PR100166,2,0,0
U127575,0,1,83,PR100135,WINDOWS,PR100135,0,0,0
U129743,0,0,90,Product101,WINDOWS,PR100199,0,0,0
U132715,0,0,56,Product101,WINDOWS,Product101,0,0,0
U133224,0,0,417,Product101,WINDOWS,PR100281,0,0,0
U108892,2,7,378,PR100812,ANDROID,PR100812,15,3,0
U105481,2,6,891,PR100166,WINDOWS,PR100390,7,5,0
U121053,0,1,91,PR100102,WINDOWS,PR100102,0,0,0
U127998,0,1,371,PR100014,WINDOWS,PR100014,0,0,0
U108428,1,1,78,PR100234,ANDROID,Product101,0,0,0
U116877,1,4,183,PR100209,WINDOWS,PR100070,2,0,0
U127213,0,0,313,Product101,ANDROID,PR100739,0,0,0
U136930,0,0,454,Product101,MAC OS X,PR100012,0,0,0
U116079,1,2,46,PR100269,LINUX,PR103131,2,2,0
U111358,1,1,1138,PR100017,WINDOWS,PR100017,2,2,0
U108363,1,1,1534,PR100003,WINDOWS,Product101,1,0,0
U124985,0,1,151,PR100098,UBUNTU,PR100098,0,0,0
U120304,0,1,46,PR101148,ANDROID,PR101148,0,0,0
U125768,0,1,51,PR100739,ANDROID,Product101,0,0,0
U128234,0,1,82,PR100028,WINDOWS,PR100028,0,0,0
U120965,0,3,56,PR100741,ANDROID,PR101609,0,0,0
U111610,3,6,73,PR100145,WINDOWS,PR100141,7,12,0
U127237,0,1,191,PR100248,WINDOWS,PR100248,0,0,0
U110102,1,2,93,PR100121,LINUX,PR100121,2,0,0
U125150,0,1,93,PR100859,ANDROID,PR100859,0,0,0
U128950,0,0,42,Product101,LINUX,PR101028,0,0,0
U102308,5,10,394,PR100055,WINDOWS,PR100351,12,15,0
U119446,0,2,67,PR100850,WINDOWS,PR100017,0,0,0
U130942,0,0,1542,Product101,UBUNTU,PR100739,0,0,0
U120677,0,1,96,PR100135,WINDOWS,PR100135,0,0,0
U129013,0,0,83,Product101,WINDOWS,Product101,0,0,0
U101454,2,1,150,PR100166,WINDOWS,PR100166,2,0,0
U129098,0,0,81,Product101,ANDROID,PR100567,0,0,0
U114334,1,1,206,PR100041,MAC OS X,PR100041,1,0,0
U135110,0,0,364,Product101,ANDROID,PR100102,0,0,0
U116960,1,1,502,PR100102,ANDROID,PR100102,1,0,0
U119445,0,1,92,PR101862,ANDROID,PR101862,0,0,0
U103838,2,2,881,PR100017,IOS,PR101746,2,2,0
U100473,2,6,293,PR100606,WINDOWS,PR100430,2,9,0
U114641,1,6,439,PR100390,WINDOWS,PR101291,9,11,0
U107683,2,6,73,PR100113,WINDOWS,PR101530,1,6,0
U130881,0,0,909,Product101,WINDOWS,PR100102,0,0,0
U117159,1,4,109,PR100885,ANDROID,PR100885,5,3,0
U118691,0,1,881,PR100319,LINUX,Product101,0,0,0
U133593,0,0,69,Product101,ANDROID,PR100113,0,0,0
U116892,1,1,840,PR100369,ANDROID,PR100369,1,0,0
U134954,0,0,1215,Product101,WINDOWS,PR100494,0,0,0
U104601,1,1,330,PR100003,MAC OS X,PR100003,1,0,0
U124551,0,1,75,PR100086,MAC OS X,PR100086,0,0,0
U125260,0,1,382,PR100250,WINDOWS,Product101,0,0,0
U124676,0,1,1539,PR100792,IOS,PR100792,0,0,0
U129441,0,0,84,Product101,ANDROID,PR100320,0,0,0
U100341,1,4,2256,PR101000,WINDOWS,PR100035,1,0,0
U133129,0,0,125,Product101,WINDOWS,PR100367,0,0,0
U114333,1,4,89,PR100291,WINDOWS,PR100291,1,3,0
U101139,6,23,741,PR100184,ANDROID,PR102194,32,19,0
U101763,2,5,85,PR100130,ANDROID,PR100333,6,0,0
U126402,0,2,48,PR100181,WINDOWS,PR100181,0,0,0
U104354,1,2,126,PR100768,MAC OS X,PR100044,1,0,0
U128785,0,0,44,Product101,WINDOWS,PR100083,0,0,0
U120845,0,2,383,PR100145,ANDROID,PR100145,0,0,0
U126303,0,1,49,PR101935,WINDOWS,PR101935,0,0,0
U120690,0,1,110,PR100386,ANDROID,PR100386,0,0,0
U132585,0,0,79,Product101,ANDROID,PR100102,0,0,0
U115787,2,2,100,PR100312,WINDOWS,PR100060,1,26,0
U127314,0,1,78,PR101625,WINDOWS,PR101625,0,0,0
U117882,0,1,874,PR102057,WINDOWS,PR102057,0,0,0
U127956,0,1,46,PR102276,MAC OS X,PR102276,0,0,0
U135079,0,0,48,Product101,WINDOWS,PR107251,0,0,0
U115326,1,1,123,PR100017,WINDOWS,Product101,0,4,0
U134795,0,0,107,Product101,WINDOWS,PR100102,0,0,0
U108455,2,3,76,PR100113,WINDOWS,PR101570,2,12,0
U115649,1,1,171,PR100115,ANDROID,PR100115,1,0,0
U102965,2,3,49,PR100086,MAC OS X,PR100086,4,0,0
U130688,0,0,248,Product101,WINDOWS,PR100017,0,0,0
U129335,0,0,1758,Product101,WINDOWS,PR101721,0,0,0
U120816,0,2,1282,PR100060,WINDOWS,PR100060,0,0,0
U103881,5,4,826,PR100166,WINDOWS,PR100390,9,9,0
U109725,1,1,307,PR100859,WINDOWS,PR100859,2,2,0
U103364,6,19,95,PR101042,WINDOWS,PR101367,51,546,1
U121722,0,1,47,PR100820,WINDOWS,PR100820,0,0,0
U120085,0,2,44,PR100051,WINDOWS,PR100051,0,0,0
U125444,0,1,72,PR101814,ANDROID,PR101814,0,0,0
U112083,0,0,50,Product101,WINDOWS,PR100051,0,0,0
U132836,0,0,1040,Product101,WINDOWS,PR100146,0,0,0
U124257,0,1,96,PR100083,WINDOWS,PR100083,0,0,0
U128720,0,0,52,Product101,ANDROID,PR100166,0,0,0
U108569,0,0,316,Product101,WINDOWS,PR100121,0,0,0
U103485,0,7,2256,PR100446,WINDOWS,PR100469,0,0,0
U104572,3,6,124,PR101708,WINDOWS,PR101708,0,5,0
U105093,1,1,113,PR100470,ANDROID,PR100470,2,2,0
U116863,1,1,659,PR100117,WINDOWS,PR100117,1,0,0
U122949,0,0,2230,Product101,ANDROID,PR100258,0,0,0
U101802,1,1,137,PR100362,WINDOWS,PR100362,1,0,0
U118019,0,1,579,PR100453,WINDOWS,PR100453,0,0,0
U113302,1,4,45,PR100241,WINDOWS,PR100901,4,5,0
U134268,0,0,439,Product101,ANDROID,PR100735,0,0,0
U127476,0,1,111,PR100102,MAC OS X,PR100102,0,0,0
U107985,1,3,873,PR100014,WINDOWS,PR100014,5,10,0
U134932,0,0,43,Product101,WINDOWS,PR100393,0,0,0
U122300,0,3,273,PR100782,WINDOWS,PR100822,0,0,0
U107070,0,1,283,PR100493,WINDOWS,Product101,0,0,0
U114647,1,2,195,PR100073,ANDROID,PR100152,2,0,0
U106467,4,10,95,PR100190,WINDOWS,PR100782,9,11,0
U134761,0,0,276,Product101,MAC OS X,PR100934,0,0,0
U136194,0,0,296,Product101,WINDOWS,PR101147,0,0,0
U105141,1,2,235,PR100539,WINDOWS,PR100083,2,1,0
U130070,0,0,221,Product101,WINDOWS,PR101391,0,0,0
U124209,0,4,156,PR100072,WINDOWS,PR100072,0,0,0
U102823,4,5,212,PR101206,WINDOWS,PR100946,8,196,0
U121224,0,1,272,PR100102,ANDROID,PR100102,0,0,0
U113991,1,1,65,PR100200,WINDOWS,PR100200,1,12,0
U126285,0,0,379,Product101,WINDOWS,Product101,0,0,0
U128441,0,0,119,Product101,WINDOWS,PR100500,0,0,0
U121929,0,2,81,PR100070,ANDROID,PR100017,0,0,0
U116672,1,1,58,PR100910,WINDOWS,PR100910,2,3,0
U104843,3,1,182,PR100185,WINDOWS,PR100185,6,0,0
U106641,2,2,701,PR100193,WINDOWS,PR100013,3,4,0
U126702,0,2,104,PR100017,ANDROID,PR100017,0,0,0
U124945,0,0,645,Product101,ANDROID,Product101,0,0,0
U126120,0,1,126,PR100017,ANDROID,PR100017,0,0,0
U125640,0,1,1917,PR100495,WINDOWS,PR100495,0,0,0
U117038,1,5,101,PR100885,WINDOWS,PR100901,12,2,0
U122662,0,1,1219,PR100849,MAC OS X,PR100849,0,0,0
U121605,0,1,433,PR101862,WINDOWS,PR101862,0,0,0
U135555,0,0,1178,Product101,IOS,PR100200,0,0,0
U129527,0,0,43,Product101,WINDOWS,Product101,0,0,0
U128397,0,0,598,Product101,WINDOWS,PR100608,0,0,0
U109074,2,5,322,PR100166,ANDROID,PR100095,2,10,0
U113655,1,1,230,PR100359,WINDOWS,PR100359,1,0,0
U114488,1,1,267,PR100102,ANDROID,PR100102,2,0,0
U116580,1,1,601,PR100088,WINDOWS,PR101075,0,1,0
U105785,5,3,64,PR102001,ANDROID,PR102001,5,4,0
U124121,0,1,684,PR100102,ANDROID,PR100102,0,0,0
U133685,0,0,42,Product101,ANDROID,PR100959,0,0,0
U100257,1,1,100,PR100401,WINDOWS,PR100401,1,2,0
U136040,0,0,1060,Product101,MAC OS X,PR100050,0,0,0
U107753,2,4,255,PR100458,ANDROID,PR100458,4,3,0
U120711,0,4,537,PR100145,ANDROID,PR100145,0,0,0
U125477,0,6,107,PR100017,MAC OS X,PR100502,0,0,0
U104841,1,1,67,PR100481,WINDOWS,PR100481,0,1,0
U130059,0,0,69,Product101,WINDOWS,PR100102,0,0,0
U103603,0,2,758,PR100258,ANDROID,PR100258,0,0,0
U118207,0,2,275,PR100681,MAC OS X,PR101317,0,0,0
U109001,1,1,161,PR100234,ANDROID,PR100234,1,0,0
U130252,0,0,280,Product101,MAC OS X,PR100183,0,0,0
U113430,3,7,45,PR100469,WINDOWS,PR102060,8,20,0
U126133,0,2,96,PR100223,WINDOWS,PR100223,0,0,0
U136477,0,0,115,Product101,WINDOWS,PR100219,0,0,0
U112349,3,3,47,PR100557,ANDROID,PR100557,3,1,0
U111967,1,2,193,PR100614,WINDOWS,PR100614,0,1,0
U122310,0,3,56,PR100152,WINDOWS,PR100253,0,0,0
U113572,1,1,165,PR100017,ANDROID,PR100017,1,0,0
U127757,0,1,119,PR100636,WINDOWS,Product101,0,0,0
U121668,0,1,1098,PR100192,ANDROID,PR100192,0,0,0
U131481,0,0,1916,Product101,WINDOWS,PR102072,0,0,0
U102422,3,8,82,PR100153,WINDOWS,PR100017,9,4,0
U116878,1,2,222,PR100017,ANDROID,PR100241,1,0,0
U116262,1,1,347,PR100010,LINUX,PR100010,0,0,0
U117194,1,1,709,PR100330,WINDOWS,PR100397,0,5,0
U131178,0,0,1011,Product101,WINDOWS,PR100026,0,0,0
U110825,1,1,1387,PR100121,WINDOWS,Product101,0,16,0
U125246,0,1,159,PR100054,WINDOWS,Product101,0,0,0
U105685,1,1,369,PR100028,MAC OS X,PR100028,1,0,0
U105559,1,1,400,PR100166,ANDROID,PR100166,1,0,0
U112536,2,4,285,PR101535,WINDOWS,PR102463,2,2,0
U102340,1,1,838,PR100437,WINDOWS,PR100437,1,1,0
U124503,0,2,247,PR100354,WINDOWS,PR100354,0,0,0
U103887,3,5,61,PR100268,WINDOWS,PR100312,8,61,0
U125873,0,1,75,PR100181,WINDOWS,PR100181,0,0,0
U106126,2,5,58,PR100025,ANDROID,PR100025,2,0,0
